Ссылка;Высказывание;Ключевые слова;Счёт;;;;
https://tass.ru/mezhdunarodnaya-panorama/9190695;Если российским ученым действительно удалось создать эффективную и безопасную вакцину от COVID-19, то это было бы сенсацией;вакцина;10;;;;
https://factcheck.kz/health/lozh-koronavirus-vyveden-v-laboratorii-i-zapatentovan-v-ssha/;Что бы ни утверждал автор поста, вакцины для 2019-nCoV пока не существует.;вакцина;11;;;;
https://www.youtube.com/watch?v=U-Wo0krriQ0&lc=UgwUZzeSdVkPke9PmOB4AaABAg.96jKOoFV8Bo970awHYJLQB;Только быстрее бы вакцину придумали для иммунитета от этого коронавируса.;вакцина;12;;;;
https://ru.wikipedia.org/wiki/COVID-19;Против вируса SARS-CoV-2 пока нет вакцин[87][5][32], но в данном направлении ведутся разработки[?].;вакцина;13;;;;
https://riafan.ru/1304005-izvestnye-vrachi-razyasnili-situaciyu-s-rossiiskoi-vakcinoi-ot-koronavirusa;На сегодняшний день в мире разрабатывается более 160 вакцин от COVID-19.;вакцина;14;;;;
https://www.interfax.ru/russia/723892;Максимальные объемы поставок COVID-вакцины стартуют в ноябре-декабре;вакцина;15;;;;
http://www.privatmed.ru/article/37/239/2550/;При регистрации первой вакцины от коронавируса власти не учитывали мнение экспертов.;вакцина;16;;;;
https://lenta.ru/news/2020/08/12/dobrovoltsy/;Испытавшие российскую вакцину от COVID-19 рассказали о боли, жаре и ломоте;вакцина;17;;;;
https://vk.com/wall-25280329_427007;У добровольцев, испытавших на себе российскую вакцину от коронавируса было зафиксировано 144 побочных эффекта.;вакцина;18;;;;
https://meduza.io/feature/2020/05/08/ischerpyvayuschiy-nu-pochti-putevoditel-meduzy-po-vsemu-chto-uzhe-izvestno-o-vaktsinah-protiv-covid-19-kogda-gde-i-kakimi-oni-budut;Скорее всего, вакцины на основе вирусных частиц, способных к размножению внутри клеток организма-хозяина, будут дольше защищать от коронавируса.;вакцина;19;;;;
http://cgon.rospotrebnadzor.ru/content/63/4131/;Поэтому вакцина против «обычного» сезонного гриппа не защищает от COVID-19.;вакцина, грипп;1;;;;
https://habr.com/ru/post/494896/#comment_21459332;От covid-19 сейчас ни у кого нет иммунитета, вакцины тоже нет.;вакцина, иммунитет;1;;;;
https://forbes.kz/process/medicine/kazahstanskaya_vaktsina_protiv_covid-19_ofitsialno_dopuschena_voz_k_klinicheskim_ispyitaniyam/;Казахстанская вакцина против COVID-19 официально допущена ВОЗ к клиническим испытаниям;вакцина, Казахстан;1;;;;
https://www.ridus.ru/news/327661;До сегодняшнего дня врачи не имеют в своем распоряжении не только вакцины, но и подтвержденного эффективного средства для лечения COVID-19.;вакцина, лекарство;1;;;;
https://www.mythdetector.ge/ru/myth/rossia-ili-kitai-gde-byla-zaregistrirovana-pervaa-vakcina-protiv-kovid-bez-iii-fazy;Россия не является первой страной, которая зарегистрировала вакцину от коронавируса.;вакцина, Россия;1;;;;
https://tass.ru/mezhdunarodnaya-panorama/9190695;Россия стала первой страной, одобрившей вакцину от COVID-19, и что ее испытала на себе одна из его дочерей, которая чувствует себя хорошо;вакцина, Россия;2;;;;
https://tass.ru/mezhdunarodnaya-panorama/9190695;Поскольку российская вакцина еще не была испытана на большой группе людей, международное научное сообщество выражает сомнения относительно ее качества, эффективности и безопасности и считает преждевременным такое объявление о создании первой вакцины от SARS-CoV-2.;вакцина, Россия;3;;;;
